x,y,yaw,speed
-0.902887,4.418395,-1.199572,0.400000
-0.849584,4.323631,-1.185525,0.400000
-0.808891,4.223288,-1.185525,0.400000
-0.756941,4.098068,-1.188127,0.400000
-0.711361,3.991914,-1.190164,0.400000
-0.656287,3.902922,-1.195879,0.400000
-0.605805,3.802918,-1.198904,0.400000
-0.551026,3.704321,-1.205870,0.400000
-0.493769,3.567750,-1.210884,0.400000
-0.449724,3.470997,-1.211296,0.400000
-0.398501,3.345999,-1.208436,0.400000
-0.346813,3.227381,-1.202176,0.400000
-0.292062,3.128767,-1.181768,0.400000
-0.246090,3.035682,-1.173090,0.400000
-0.173160,2.920046,-1.147833,0.400000
-0.115209,2.808503,-1.141119,0.400000
-0.058010,2.713313,-1.126551,0.400000
0.003484,2.617773,-1.111758,0.400000
0.064197,2.511748,-1.102491,0.400000
0.129310,2.412659,-1.091976,0.400000
0.208813,2.311419,-1.068895,0.400000
0.261509,2.223898,-1.066174,0.400000
0.336530,2.110804,-1.050684,0.400000
0.404284,1.997948,-1.046452,0.400000
0.472227,1.900651,-1.039335,0.400000
0.539224,1.795149,-1.033764,0.400000
0.601779,1.710807,-1.022554,0.400000
0.661065,1.619087,-1.016968,0.400000
0.733047,1.518145,-1.008725,0.400000
0.796514,1.429737,-1.054094,0.400000
0.861603,1.317586,-1.174071,0.400000
0.908355,1.191550,-1.300869,0.400000
0.943893,1.083160,-1.358240,0.400000
0.970166,0.983119,-1.310598,0.400000
1.032868,0.838712,-1.179308,0.400000
1.088252,0.740168,-1.087143,0.400000
1.181467,0.628180,-0.964400,0.400000
1.274169,0.534208,-0.901854,0.400000
1.348397,0.442123,-0.897232,0.400000
1.410162,0.342949,-0.911781,0.400000
1.475609,0.228412,-0.932714,0.400000
1.514100,0.136040,-0.954869,0.400000
1.564319,0.043167,-0.909658,0.400000
1.629055,-0.037113,-0.819673,0.400000
1.700200,-0.110998,-0.717221,0.400000
1.785047,-0.171885,-0.621043,0.400000
1.891198,-0.245932,-0.492821,0.400000
2.011129,-0.306458,-0.362867,0.400000
2.125622,-0.347754,-0.241645,0.400000
2.256537,-0.386332,-0.168273,0.400000
2.361662,-0.411832,-0.163159,0.400000
2.469899,-0.433389,-0.145586,0.400000
2.588921,-0.462175,-0.128587,0.400000
2.703494,-0.478910,-0.024017,0.400000
2.810865,-0.472014,0.081471,0.400000
2.917847,-0.450531,0.204668,0.400000
3.017474,-0.418901,0.321108,0.400000
3.140701,-0.350370,0.459652,0.400000
3.235056,-0.285749,0.569245,0.400000
3.335321,-0.211570,0.675670,0.400000
3.437968,-0.126367,0.746515,0.400000
3.534736,-0.048802,0.747680,0.400000
3.622928,0.031870,0.760781,0.400000
3.701834,0.115755,0.773714,0.400000
3.793333,0.216436,0.793810,0.400000
3.879678,0.324256,0.850828,0.400000
3.949310,0.436624,0.979596,0.400000
3.999223,0.561819,1.134566,0.400000
4.028527,0.684170,1.279493,0.400000
4.037861,0.815407,1.328468,0.400000
4.047122,0.949950,1.365696,0.400000
4.063010,1.050754,1.447142,0.400000
4.082411,1.152113,1.536884,0.400000
4.089302,1.269003,1.627732,0.400000
4.075981,1.369017,1.638019,0.400000
4.041013,1.479887,1.681580,0.400000
4.003719,1.579205,1.772674,0.400000
3.977923,1.698648,1.868140,0.400000
3.941965,1.801814,1.915056,0.400000
3.884467,1.885822,1.951114,0.400000
