x,y,yaw,speed
1.119796,-1.653890,0.828814,3.403987
1.180736,-1.587414,0.860864,3.323558
1.239514,-1.519021,0.895124,3.241134
1.295916,-1.448653,0.935865,3.156558
1.349405,-1.376047,0.976422,3.163613
1.399904,-1.301334,1.017355,3.097015
1.447301,-1.224620,1.060007,3.008397
1.491385,-1.145955,1.105651,2.917087
1.531835,-1.065357,1.156599,2.822822
1.568128,-0.982805,1.202920,2.917086
1.600557,-0.898666,1.249551,2.950425
1.629028,-0.813106,1.296027,2.925876
1.653496,-0.726312,1.346649,2.831906
1.673540,-0.638390,1.392914,2.768959
1.689496,-0.549637,1.435152,2.669471
1.701691,-0.460289,1.474893,2.566130
1.710326,-0.370525,1.512527,2.458444
1.715578,-0.280496,1.549045,2.345816
1.717539,-0.190332,1.576786,2.227498
1.716999,-0.100149,1.599735,2.102531
1.714390,-0.010001,1.617450,1.969650
1.710183,0.080088,1.630186,1.827128
1.704830,0.170118,1.557274,1.672502
1.706041,0.259667,1.377347,1.503303
1.723380,0.348174,1.377347,1.312354
1.740718,0.436681,1.377347,1.086801
1.758057,0.525189,2.081111,0.800000
1.717940,0.596855,2.378274,1.064322
1.652795,0.659184,-2.339259,0.800000
1.607044,0.611856,-2.023309,1.017331
1.567610,0.530744,-2.410910,0.886306
1.536504,0.502868,1.713004,0.800000
1.523721,0.592147,1.713004,1.086801
1.510939,0.681426,1.713004,1.102239
1.498156,0.770705,-1.972530,0.820849
1.472824,0.711076,-1.881170,1.030784
1.445279,0.625196,-2.269951,0.880934
1.419181,0.594158,1.828409,0.800000
1.396203,0.681371,1.828409,1.086801
1.373225,0.768584,1.828409,1.086801
1.350247,0.855798,-2.009168,0.800000
1.330094,0.812809,-1.785024,0.961702
1.310921,0.724681,-1.785024,1.086801
1.291747,0.636553,-3.034069,0.800000
1.222170,0.629043,2.949988,1.029509
1.133648,0.646215,3.006614,1.265274
1.044293,0.658350,3.050194,1.463547
0.954492,0.666580,3.086440,1.637997
0.864449,0.671551,3.118813,1.795583
0.774288,0.673606,-3.129171,1.940419
0.684110,0.672485,-3.098562,2.075171
0.594011,0.668606,-3.067480,2.201687
0.504077,0.661928,-3.035869,2.321318
0.414398,0.652412,-3.001296,2.435080
0.325101,0.639801,-2.966700,2.543760
0.236294,0.624109,-2.934663,2.647982
0.148036,0.605581,-2.903108,2.748253
0.060407,0.584277,-2.872345,2.844993
