x,y,yaw,speed
-1.841443,-0.494253,-2.547736,0.400000
-1.926202,-0.551479,-2.547736,0.400000
-2.024636,-0.617937,-2.547736,0.400000
-2.111875,-0.676837,-2.547736,0.400000
-2.220748,-0.750343,-2.547736,0.400000
-2.331305,-0.824451,-2.548498,0.400000
-2.437504,-0.893956,-2.550999,0.400000
-2.545987,-0.955578,-2.563084,0.400000
-2.653360,-0.996798,-2.592663,0.400000
-2.771887,-1.035640,-2.624722,0.400000
-2.895969,-1.088002,-2.641899,0.400000
-3.017293,-1.126016,-2.666383,0.400000
-3.122854,-1.181937,-2.664231,0.400000
-3.218577,-1.236485,-2.659642,0.400000
-3.314003,-1.289573,-2.656624,0.400000
-3.409715,-1.337140,-2.658553,0.400000
-3.507887,-1.402047,-2.644015,0.400000
-3.611955,-1.452878,-2.646581,0.400000
-3.702770,-1.501948,-2.648054,0.400000
-3.791799,-1.548021,-2.645744,0.400000
-3.876990,-1.608063,-2.636207,0.400000
-3.953879,-1.672195,-2.619729,0.400000
-4.044783,-1.734342,-2.612837,0.400000
-4.130814,-1.788848,-2.608276,0.400000
-4.200907,-1.860208,-2.587401,0.400000
-4.281420,-1.927995,-2.571242,0.400000
-4.365927,-1.991140,-2.559901,0.400000
-4.461405,-2.062566,-2.546651,0.400000
-4.566202,-2.135104,-2.537504,0.400000
-4.647125,-2.196547,-2.525963,0.400000
-4.735038,-2.258540,-2.526215,0.400000
-4.838693,-2.313768,-2.540815,0.400000
-4.945578,-2.371739,-2.550831,0.400000
-5.069386,-2.435078,-2.574796,0.400000
-5.188855,-2.471164,-2.610698,0.400000
-5.297335,-2.512302,-2.625221,0.400000
-5.416333,-2.574972,-2.614464,0.400000
-5.510239,-2.621971,-2.482973,0.400000
-5.586972,-2.688318,-2.361732,0.400000
-5.655097,-2.769510,-2.236302,0.400000
-5.727531,-2.871541,-2.112153,0.400000
-5.766749,-2.984179,-2.086999,0.400000
-5.790666,-3.106551,-1.943260,0.400000
-5.828090,-3.207503,-1.811496,0.400000
-5.812216,-3.315766,-1.681104,0.400000
-5.721215,-3.422434,-1.543726,0.400000
-5.563617,-3.520832,-1.403679,0.400000
-5.467462,-3.585658,-1.350663,0.400000
-5.383271,-3.654768,-1.313158,0.400000
-5.334431,-3.759018,-1.281385,0.400000
-5.251973,-3.823129,-1.235753,0.400000
-5.172797,-3.897290,-1.156936,0.400000
-5.099301,-3.967757,-1.070289,0.400000
-5.005932,-4.048229,-1.037171,0.400000
-4.913459,-4.138187,-1.012260,0.400000
-4.823232,-4.221518,-0.974534,0.400000
-4.735361,-4.310824,-0.945542,0.400000
-4.659507,-4.398214,-0.931422,0.400000
-4.560563,-4.462201,-0.767968,0.400000
-4.470761,-4.513305,-0.623299,0.400000
-4.369188,-4.549189,-0.475502,0.400000
