x,y,yaw,speed
3.907635,1.473032,1.922436,0.400000
3.870721,1.573646,1.922436,0.400000
3.832274,1.678439,1.922436,0.400000
3.791944,1.788364,1.922436,0.400000
3.633350,1.898661,1.936008,0.400000
3.635606,2.063976,1.947842,0.400000
3.612139,2.230590,1.941364,0.400000
3.589034,2.336248,1.938408,0.400000
3.548922,2.455633,1.917374,0.400000
3.500081,2.583675,1.926342,0.400000
3.460626,2.692455,1.927390,0.400000
3.435022,2.807451,1.920184,0.400000
3.423767,2.911112,1.917708,0.400000
3.402192,3.013938,1.906168,0.400000
3.371661,3.141675,1.894686,0.400000
3.343444,3.253579,1.884209,0.400000
3.311479,3.360747,1.934277,0.400000
3.273013,3.465368,2.026164,0.400000
3.228067,3.567598,2.129510,0.400000
3.164373,3.663738,2.201624,0.400000
3.095805,3.758176,2.195740,0.400000
3.038458,3.840915,2.188841,0.400000
2.970806,3.936374,2.210568,0.400000
2.904007,4.037799,2.254645,0.400000
2.831772,4.116083,2.315992,0.400000
2.738144,4.164265,2.466160,0.400000
2.620153,4.211896,2.619365,0.400000
2.503901,4.258458,2.768478,0.400000
2.394641,4.290806,2.865722,0.400000
2.279415,4.312958,2.877135,0.400000
2.169649,4.353392,2.868337,0.400000
2.059347,4.387613,2.862020,0.400000
1.939767,4.418252,2.865355,0.400000
1.840531,4.454814,2.855319,0.400000
1.701892,4.471422,2.888278,0.400000
1.574469,4.467103,2.974544,0.400000
1.448809,4.449703,3.113188,0.400000
1.344118,4.431143,-3.045112,0.400000
1.207519,4.393622,-2.897801,0.400000
1.097322,4.352998,-2.765263,0.400000
0.988407,4.302545,-2.642954,0.400000
0.869994,4.244293,-2.549720,0.400000
0.772499,4.196236,-2.573377,0.400000
0.663098,4.138373,-2.584391,0.400000
0.569395,4.090630,-2.590360,0.400000
0.476115,4.023426,-2.532882,0.400000
0.391004,3.957362,-2.408636,0.400000
0.332728,3.862225,-2.250906,0.400000
0.282800,3.750747,-2.096066,0.400000
0.254996,3.634529,-1.944135,0.400000
0.235058,3.532830,-1.820697,0.400000
0.191502,3.419770,-1.770230,0.400000
0.174040,3.290698,-1.758786,0.400000
0.141238,3.164856,-1.760162,0.400000
0.114480,3.048485,-1.759921,0.400000
0.084497,2.925309,-1.755758,0.400000
0.069748,2.817059,-1.740664,0.400000
0.081829,2.681364,-1.610482,0.400000
0.109573,2.567609,-1.473071,0.400000
0.147337,2.445564,-1.395675,0.400000
0.185408,2.323523,-1.374637,0.400000
0.222434,2.201248,-1.354695,0.400000
0.255772,2.080059,-1.346250,0.400000
0.285261,1.965559,-1.345435,0.400000
0.312920,1.857680,-1.342767,0.400000
0.357884,1.746198,-1.319869,0.400000
0.402986,1.627266,-1.301017,0.400000
0.452882,1.508070,-1.277969,0.400000
0.507122,1.398443,-1.255096,0.400000
0.575393,1.272737,-1.222933,0.400000
0.635753,1.156038,-1.200274,0.400000
0.695537,1.057901,-1.180245,0.400000
0.761794,0.944199,-1.167106,0.400000
0.820060,0.855075,-1.147064,0.400000
0.871700,0.759568,-1.133317,0.400000
0.939226,0.642866,-1.147062,0.400000
1.002417,0.529003,-1.135018,0.400000
1.068346,0.430690,-1.117397,0.400000
1.122426,0.319812,-1.203303,0.400000
1.167650,0.216459,-1.291015,0.400000
1.209702,0.090241,-1.368496,0.400000
1.242427,-0.035941,-1.365319,0.400000
1.267471,-0.147019,-1.341554,0.400000
1.301317,-0.253417,-1.333870,0.400000
1.341340,-0.360499,-1.319230,0.400000
1.374962,-0.465061,-1.311189,0.400000
1.395879,-0.582555,-1.319989,0.400000
1.400985,-0.683296,-1.330774,0.400000
1.406125,-0.789847,-1.338094,0.400000
1.420331,-0.909349,-1.344745,0.400000
1.411582,-1.020731,-1.364687,0.400000
1.386217,-1.127044,-1.393864,0.400000
1.396766,-1.234192,-1.398807,0.400000
1.400057,-1.338011,-1.409882,0.400000
1.399221,-1.440420,-1.427252,0.400000
1.391618,-1.573197,-1.453432,0.400000
1.400816,-1.719036,-1.421076,0.400000
1.408089,-1.827587,-1.339443,0.400000
1.412054,-1.929070,-1.259530,0.400000
1.433832,-2.038368,-1.173505,0.400000
1.498327,-2.140504,-1.014955,0.400000
1.559752,-2.227722,-0.885151,0.400000
1.645838,-2.301319,-0.760738,0.400000
1.747642,-2.348691,-0.637282,0.400000
1.857322,-2.396448,-0.588094,0.400000
1.971232,-2.412955,-0.554080,0.400000
2.083596,-2.438278,-0.494337,0.400000
2.193934,-2.480574,-0.422297,0.400000
2.307278,-2.519356,-0.323954,0.400000
2.412629,-2.547484,-0.216238,0.400000
2.535645,-2.548599,-0.073012,0.400000
2.651404,-2.534778,0.056325,0.400000
2.756985,-2.525479,0.179932,0.400000
2.856859,-2.492348,0.268913,0.400000
2.977940,-2.428045,0.378012,0.400000
3.072892,-2.356844,0.426912,0.400000
3.171358,-2.304364,0.428418,0.400000
3.285053,-2.226584,0.445900,0.400000
3.397643,-2.162593,0.455475,0.400000
3.510167,-2.089523,0.468244,0.400000
3.617962,-2.017016,0.488601,0.400000
3.718744,-1.937107,0.555510,0.400000
3.805403,-1.858365,0.696812,0.400000
