x,y,yaw,speed
0.764866,0.075286,-2.693369,0.400000
0.657408,0.023613,-2.693369,0.400000
0.596628,-0.005613,-2.693369,0.400000
0.501151,-0.051525,-2.693369,0.400000
0.440404,-0.080737,-2.693369,0.400000
0.351197,-0.123633,-2.693369,0.400000
0.292072,-0.152064,-2.693369,0.400000
0.205345,-0.193768,-2.693369,0.400000
0.147235,-0.221712,-2.693369,0.400000
0.059827,-0.263743,-2.693369,0.400000
0.001439,-0.291820,-2.693369,0.400000
-0.085277,-0.333519,-2.693369,0.400000
-0.143412,-0.361474,-2.693369,0.400000
-0.229849,-0.403038,-2.693369,0.400000
-0.287097,-0.430567,-2.693369,0.400000
-0.372642,-0.471703,-2.693369,0.400000
-0.429853,-0.499213,-2.693369,0.400000
-0.515306,-0.540347,-2.693343,0.400000
-0.572435,-0.567909,-2.693288,0.400000
-0.656496,-0.608046,-2.693458,0.400000
-0.707273,-0.633035,-2.693132,0.400000
-0.765950,-0.663421,-2.691892,0.400000
-0.850762,-0.701942,-2.692826,0.400000
-0.895856,-0.729202,-2.689963,0.400000
-0.984121,-0.757264,-2.697851,0.400000
-1.044766,-0.783314,-2.698899,0.400000
-1.124936,-0.821047,-2.699348,0.400000
-1.170810,-0.847684,-2.697917,0.400000
-1.253304,-0.880504,-2.702456,0.400000
-1.381277,-0.961355,-2.694531,0.400000
-1.420239,-0.994854,-2.687033,0.400000
-1.488776,-1.028440,-2.686137,0.400000
-1.571653,-1.050842,-2.695243,0.400000
-1.625429,-1.095029,-2.686347,0.400000
-1.668667,-1.140448,-2.677396,0.400000
-1.733030,-1.192742,-2.671091,0.400000
-1.778464,-1.221125,-2.669265,0.400000
-1.838205,-1.263914,-2.665002,0.400000
-1.882940,-1.304153,-2.658921,0.400000
-1.959062,-1.367900,-2.651970,0.400000
-2.000990,-1.420587,-2.639776,0.400000
-2.066346,-1.459598,-2.637090,0.400000
-2.100662,-1.505559,-2.626278,0.400000
-2.158385,-1.557395,-2.621794,0.400000
-2.198365,-1.595710,-2.617461,0.400000
-2.242375,-1.645525,-2.612033,0.400000
-2.257738,-1.719781,-2.589599,0.400000
-2.233020,-1.765561,-2.565989,0.400000
-2.198537,-1.719415,-2.597326,0.400000
-2.255054,-1.767279,-2.602199,0.400000
-2.307298,-1.803395,-2.606629,0.400000
-2.350452,-1.835618,-2.605669,0.400000
-2.392252,-1.866740,-2.610412,0.400000
0.011026,0.737217,-2.602419,0.400000
0.205818,0.948282,-2.601771,0.400000
