x,y,yaw,speed
-1.427926,0.090934,-2.498748,0.400000
-1.539380,0.007458,-2.498748,0.400000
-1.668015,-0.088887,-2.498748,0.400000
-1.754585,-0.153725,-2.498748,0.400000
-1.882066,-0.249205,-2.498748,0.400000
-1.962860,-0.309718,-2.498748,0.400000
-2.083087,-0.399832,-2.495691,0.400000
-2.163368,-0.460472,-2.490525,0.400000
-2.283525,-0.552782,-2.476967,0.400000
-2.389002,-0.588280,-2.478383,0.400000
-2.547967,-0.629922,-2.492970,0.400000
-2.809661,-0.742335,-2.437096,0.400000
-2.975219,-0.859202,-2.385245,0.400000
-3.110251,-0.979583,-2.316988,0.400000
-3.271592,-1.137379,-2.201583,0.400000
-3.400005,-1.371388,-2.063483,0.400000
-3.496834,-1.498067,-2.013089,0.400000
-3.569629,-1.625862,-1.940672,0.400000
-3.593732,-1.734950,-1.876156,0.400000
-3.650322,-1.873916,-1.780010,0.400000
-3.584571,-2.059019,-1.709662,0.400000
-3.629783,-2.171754,-1.611117,0.400000
-3.637536,-2.283440,-1.436067,0.400000
-3.604900,-2.484054,-1.278799,0.400000
-3.517111,-2.623976,-1.213354,0.400000
-3.489919,-2.793359,-1.083603,0.400000
-3.469660,-2.953840,-0.984973,0.400000
-3.502833,-3.097582,-0.927073,0.400000
-3.500438,-3.219115,-0.853685,0.400000
-3.384273,-3.365821,-0.722447,0.400000
-3.250919,-3.480404,-0.597447,0.400000
-3.106544,-3.581746,-0.468335,0.400000
-2.996174,-3.689579,-0.354283,0.400000
-2.899685,-3.793876,-0.241051,0.400000
-2.768137,-3.869293,-0.107158,0.400000
-2.562514,-3.857901,0.052574,0.400000
-2.352641,-3.791869,0.190363,0.400000
-2.160160,-3.682341,0.288781,0.400000
-1.981149,-3.603235,0.332174,0.400000
-1.793656,-3.519105,0.342594,0.400000
-1.570747,-3.414919,0.342185,0.400000
-1.471160,-3.382026,0.334588,0.400000
-1.296740,-3.281041,0.345275,0.400000
-1.170766,-3.215638,0.346231,0.400000
-0.958889,-3.113135,0.332972,0.400000
-0.804748,-3.063109,0.312643,0.400000
-0.582445,-2.993278,0.272985,0.400000
-0.430303,-2.977658,0.236514,0.400000
-0.190725,-2.961942,0.177738,0.400000
-0.026799,-2.939544,0.145093,0.400000
0.228591,-2.949901,0.086884,0.400000
0.399272,-2.974157,0.061230,0.400000
0.653928,-2.966755,0.061219,0.400000
0.807694,-2.954134,0.062763,0.400000
1.034217,-2.941624,0.067258,0.400000
1.173126,-2.915740,0.073214,0.400000
1.335289,-2.834746,0.093352,0.400000
1.452218,-2.766792,0.106988,0.400000
1.570095,-2.599100,0.174897,0.400000
1.635468,-2.465381,0.228829,0.400000
1.738880,-2.310661,0.299269,0.400000
1.800045,-2.190358,0.351900,0.400000
1.889590,-1.997752,0.435005,0.400000
1.952936,-1.900721,0.486622,0.400000
2.008919,-1.742826,0.596814,0.400000
2.033059,-1.633950,0.698592,0.400000
2.064164,-1.454868,0.882907,0.400000
2.084803,-1.331975,1.001705,0.400000
2.094587,-1.189749,1.153239,0.400000
2.075870,-1.051342,1.283583,0.400000
2.016845,-0.842554,1.467462,0.400000
1.966241,-0.712040,1.588160,0.400000
1.871943,-0.516609,1.769353,0.400000
1.731779,-0.325906,2.005291,0.400000
1.604923,-0.183618,2.230077,0.400000
1.477427,-0.036573,2.458225,0.400000
1.380954,0.067568,2.647407,0.400000
1.301930,0.134375,2.799046,0.400000
1.165879,0.174149,2.970029,0.400000
1.080743,0.236798,3.122416,0.400000
0.986844,0.330975,-3.052261,0.400000
0.853361,0.368400,-2.980006,0.400000
0.714508,0.406085,-2.944122,0.400000
0.570121,0.476432,-2.920454,0.400000
0.455924,0.538188,-2.921964,0.400000
0.328452,0.596397,-2.925287,0.400000
0.223551,0.704813,-2.956324,0.400000
0.102920,0.794083,-2.977571,0.400000
-0.062345,0.883674,-2.980974,0.400000
-0.238032,0.898096,-2.975685,0.400000
-0.470268,0.859221,-2.962817,0.400000
-0.577031,0.816311,-2.950072,0.400000
-0.727423,0.807217,-2.962356,0.400000
-0.855544,0.774719,-2.957106,0.400000
-1.060935,0.675814,-2.930103,0.400000
-1.191173,0.603374,-2.910006,0.400000
-1.375691,0.413724,-2.856554,0.400000
-1.487051,0.317356,-2.834792,0.400000
-1.654212,0.190899,-2.809199,0.400000
-1.747313,0.091629,-2.788452,0.400000
-1.897624,-0.044920,-2.761786,0.400000
-2.000340,-0.123187,-2.747947,0.400000
-2.125034,-0.236690,-2.729732,0.400000
-2.280943,-0.378584,-2.708945,0.400000
-2.387139,-0.482050,-2.691711,0.400000
-2.422152,-0.580308,-2.663860,0.400000
-2.450399,-0.709121,-2.625752,0.400000
-2.523936,-0.796225,-2.613772,0.400000
-2.430603,-0.840525,-2.481000,0.400000
