x,y,yaw,speed
3.384962,2.785889,2.038546,0.400000
3.301217,2.892023,2.061680,0.400000
3.224477,3.019013,1.973343,0.400000
3.161458,3.137718,1.909700,0.400000
3.116544,3.239298,1.927430,0.400000
3.066609,3.340524,1.946405,0.400000
2.993263,3.447301,1.977731,0.400000
2.910688,3.557597,2.013218,0.400000
2.858355,3.651656,2.020228,0.400000
2.819930,3.756439,2.003555,0.400000
2.778707,3.866358,1.996122,0.400000
2.729139,3.979238,1.996042,0.400000
2.685448,4.090725,1.992519,0.400000
2.646760,4.193796,1.986325,0.400000
2.608871,4.298877,1.978406,0.400000
2.569109,4.416114,1.968431,0.400000
2.521865,4.505262,1.978629,0.400000
2.485249,4.620664,1.964814,0.400000
2.450838,4.725191,1.959005,0.400000
2.408235,4.838326,1.955288,0.400000
2.365889,4.959654,1.949232,0.400000
2.330197,5.068775,1.944093,0.400000
2.286746,5.181366,1.943113,0.400000
2.233920,5.297172,1.948416,0.400000
2.186963,5.414810,1.950649,0.400000
2.144708,5.527459,1.968983,0.400000
2.074005,5.647851,2.074058,0.400000
2.017139,5.745240,2.171758,0.400000
1.947357,5.837423,2.268666,0.400000
1.881041,5.924873,2.381527,0.400000
1.790617,6.018448,2.495233,0.400000
1.701827,6.095550,2.603319,0.400000
1.595902,6.164487,2.699671,0.400000
1.472292,6.222466,2.799288,0.400000
1.358105,6.262833,2.827540,0.400000
1.250412,6.295917,2.821945,0.400000
1.143193,6.331573,2.817657,0.400000
1.025101,6.364905,2.825031,0.400000
0.916430,6.393269,2.885259,0.400000
0.791477,6.407490,3.029369,0.400000
0.686696,6.379556,-3.100409,0.400000
0.561850,6.332356,-2.937013,0.400000
0.448233,6.290146,-2.912203,0.400000
0.327964,6.252520,-2.899159,0.400000
0.213030,6.233361,-2.895572,0.400000
0.095294,6.200620,-2.804477,0.400000
-0.009140,6.161683,-2.681042,0.400000
-0.105286,6.081310,-2.528902,0.400000
-0.194649,5.996054,-2.441565,0.400000
-0.267504,5.902764,-2.360972,0.400000
-0.352871,5.809472,-2.301553,0.400000
-0.437495,5.714689,-2.293193,0.400000
-0.510601,5.629681,-2.296659,0.400000
-0.581257,5.532239,-2.206892,0.400000
-0.630181,5.422618,-2.056468,0.400000
-0.659125,5.301388,-1.900954,0.400000
-0.674372,5.168858,-1.744734,0.400000
-0.679418,5.034718,-1.703081,0.400000
-0.678648,4.934654,-1.677499,0.400000
-0.696090,4.833377,-1.680701,0.400000
-0.708195,4.709892,-1.671633,0.400000
-0.717546,4.604928,-1.679389,0.400000
-0.722678,4.494314,-1.674054,0.400000
-0.704271,4.375513,-1.623700,0.400000
-0.687294,4.267263,-1.540397,0.400000
-0.669134,4.148221,-1.430991,0.400000
-0.631568,4.025352,-1.404109,0.400000
-0.596602,3.894161,-1.385490,0.400000
-0.564030,3.780632,-1.368548,0.400000
-0.542938,3.659870,-1.374617,0.400000
-0.524084,3.543957,-1.381423,0.400000
-0.495399,3.433691,-1.372235,0.400000
-0.449409,3.329133,-1.343833,0.400000
-0.403154,3.221393,-1.315038,0.400000
-0.361892,3.123990,-1.296655,0.400000
-0.331231,3.020441,-1.293183,0.400000
-0.283339,2.913790,-1.274374,0.400000
-0.225914,2.789812,-1.255637,0.400000
-0.176226,2.680664,-1.243594,0.400000
-0.112883,2.568077,-1.217912,0.400000
-0.074760,2.461206,-1.211778,0.400000
-0.017109,2.347365,-1.201139,0.400000
0.043058,2.238130,-1.181237,0.400000
0.097552,2.123120,-1.171262,0.400000
0.159266,2.015220,-1.178646,0.400000
0.211014,1.920147,-1.186507,0.400000
0.268358,1.817485,-1.172897,0.400000
0.326437,1.714883,-1.155310,0.400000
0.387001,1.606183,-1.148769,0.400000
0.445907,1.498212,-1.136615,0.400000
0.504427,1.412767,-1.121807,0.400000
0.552780,1.320331,-1.123076,0.400000
0.607084,1.213106,-1.120639,0.400000
0.665004,1.108654,-1.112909,0.400000
0.708473,1.017985,-1.113696,0.400000
0.772876,0.920339,-1.096718,0.400000
0.832255,0.815656,-1.094383,0.400000
0.888299,0.706406,-1.093386,0.400000
0.944037,0.594717,-1.092600,0.400000
1.007181,0.482198,-1.094463,0.400000
1.062201,0.382644,-1.088741,0.400000
1.109251,0.267280,-1.059286,0.400000
1.164133,0.173484,-0.941482,0.400000
1.235324,0.074081,-0.820399,0.400000
1.323256,-0.013443,-0.696070,0.400000
1.418243,-0.079921,-0.571868,0.400000
1.512975,-0.138982,-0.458257,0.400000
1.618696,-0.194782,-0.338936,0.400000
1.734474,-0.250874,-0.312152,0.400000
1.827092,-0.294794,-0.330839,0.400000
1.942994,-0.346329,-0.337330,0.400000
2.067632,-0.390128,-0.338242,0.400000
2.195235,-0.417185,-0.319538,0.400000
2.318909,-0.443003,-0.287755,0.400000
2.439994,-0.442015,-0.142104,0.400000
2.562899,-0.427334,0.007956,0.400000
2.678534,-0.401687,0.112890,0.400000
2.793513,-0.372820,0.199420,0.400000
2.908430,-0.313205,0.291077,0.400000
3.029802,-0.272311,0.295046,0.400000
3.148188,-0.235869,0.288618,0.400000
3.261451,-0.189351,0.297800,0.400000
3.374594,-0.139201,0.311275,0.400000
3.492298,-0.076256,0.397265,0.400000
3.590890,-0.002731,0.550011,0.400000
3.674925,0.097181,0.712093,0.400000
3.756144,0.213727,0.876525,0.400000
3.815195,0.336532,1.033503,0.400000
3.865341,0.457602,1.179591,0.400000
3.910253,0.574530,1.290254,0.400000
3.941232,0.695306,1.381655,0.400000
3.966408,0.812913,1.407519,0.400000
3.989473,0.938569,1.407533,0.400000
4.014734,1.055968,1.426019,0.400000
4.020762,1.186871,1.551133,0.400000
4.001274,1.307661,1.697989,0.400000
3.953249,1.420134,1.853489,0.400000
3.872781,1.529738,2.001480,0.400000
3.807473,1.636676,2.023984,0.400000
3.757099,1.747637,2.023133,0.400000
3.708677,1.862670,2.015632,0.400000
3.666400,1.959618,2.001140,0.400000
